id,player_name,player_api_id,birthday
89,"Adam Banas",68840,"1982-12-25 00:00:00"
90,"Adam Bodzek",27534,"1985-09-07 00:00:00"
91,"Adam Bogdan",157303,"1987-09-27 00:00:00"
92,"Adam Brown",563198,"1995-06-09 00:00:00"
93,"Adam Buksa",557396,"1996-07-12 00:00:00"
94,"Adam Campbell",365666,"1995-01-01 00:00:00"
95,"Adam Collin",180197,"1984-12-09 00:00:00"
96,"Adam Cummins",310346,"1993-03-03 00:00:00"
97,"Adam Danch",68962,"1987-12-15 00:00:00"
98,"Adam Deja",429870,"1993-06-24 00:00:00"
99,"Adam Drury",23133,"1978-08-29 00:00:00"
100,"Adam Drury",420209,"1993-09-09 00:00:00"
101,"Adam Duda",308280,"1991-04-29 00:00:00"
102,"Adam Dzwigala",361712,"1995-09-25 00:00:00"
103,"Adam Federici",38617,"1985-01-31 00:00:00"
104,"Adam Fraczczak",173993,"1987-08-07 00:00:00"
105,"Adam Gyurcso",277313,"1991-03-06 00:00:00"
106,"Adam Hammill",40568,"1988-01-25 00:00:00"
107,"Adam Henley",281079,"1994-06-14 00:00:00"
108,"Adam Hlousek",89240,"1988-12-20 00:00:00"
109,"Adam Johnson",24159,"1987-07-14 00:00:00"
110,"Adam King",414208,"1995-10-11 00:00:00"
111,"Adam Kokoszka",43317,"1986-10-06 00:00:00"
112,"Adam Lallana",37234,"1988-05-10 00:00:00"
113,"Adam Le Fondre",24952,"1986-12-02 00:00:00"
114,"Adam Maher",209372,"1993-07-20 00:00:00"
115,"Adam Marciniak",69518,"1988-09-28 00:00:00"
116,"Adam Marusic",478447,"1992-10-17 00:00:00"
117,"Adam Masina",500502,"1994-01-02 00:00:00"
118,"Adam Matthews",170593,"1992-01-13 00:00:00"
119,"Adam Matuschyk",185336,"1989-02-14 00:00:00"
120,"Adam Mojta",69249,"1986-06-30 00:00:00"
121,"Adam Morgan",407308,"1994-04-21 00:00:00"
122,"Adam Nemec",12245,"1985-09-02 00:00:00"
123,"Adam Ounas",684978,"1996-11-11 00:00:00"
124,"Adam Pazio",306507,"1992-09-27 00:00:00"
125,"Adam Pinter",73078,"1988-06-12 00:00:00"
126,"Adam Rooney",31916,"1988-04-21 00:00:00"
127,"Adam Ryczkowski",555649,"1997-04-30 00:00:00"
128,"Adam Sarota",158861,"1988-12-28 00:00:00"
129,"Adam Smith",160447,"1991-04-29 00:00:00"
130,"Adam Szalai",36774,"1987-12-09 00:00:00"
131,"Adam Taggart",243068,"1993-06-02 00:00:00"
132,"Adam Vass",71359,"1988-09-09 00:00:00"
133,"Adam Waszkiewicz",495942,"1993-12-06 00:00:00"
134,"Adama Ba",287224,"1993-08-27 00:00:00"
135,"Adama Coulibaly",26136,"1980-09-10 00:00:00"
136,"Adama Francois",164360,"1989-11-30 00:00:00"
137,"Adama Soumaoro",357881,"1992-06-18 00:00:00"
138,"Adama Traore",181211,"1990-02-03 00:00:00"
139,"Adama Traore",533212,"1995-06-28 00:00:00"
140,"Adamo Coulibaly",103866,"1981-08-14 00:00:00"
141,"Adel Taarabt",47394,"1989-05-24 00:00:00"
142,"Adem Ljajic",155738,"1991-09-29 00:00:00"
143,"Aderlan Santos",361710,"1989-04-09 00:00:00"
144,Aderlan,568920,"1990-08-18 00:00:00"
145,"Adil Auassar",45816,"1986-10-06 00:00:00"
146,"Adil Chihi",37249,"1988-02-21 00:00:00"
147,"Adil Hermach",40012,"1986-06-27 00:00:00"
148,"Adil Rami",77741,"1985-12-27 00:00:00"
149,"Adil Ramzi",38612,"1977-07-14 00:00:00"
150,Adilson,164115,"1982-01-01 00:00:00"
151,"Adis Jahovic",276701,"1987-03-18 00:00:00"
152,"Adlene Guedioura",131409,"1985-11-12 00:00:00"
153,"Admir Aganovic",116788,"1986-08-25 00:00:00"
154,"Admir Mehmedi",132844,"1991-03-16 00:00:00"
155,"Adnan Alisic",45815,"1984-02-10 00:00:00"
156,"Adnan Custovic",39875,"1978-04-16 00:00:00"
157,"Adnan Januzaj",449241,"1995-02-05 00:00:00"
158,"Adnan Mravac",43049,"1982-04-10 00:00:00"
159,"Adnane Tighadouini",261599,"1992-11-30 00:00:00"
160,"Adrian Basta",154950,"1988-12-01 00:00:00"
161,"Adrian Blad",182107,"1991-04-16 00:00:00"
162,"Adrian Chomiuk",121643,"1988-06-23 00:00:00"
163,"Adrian Colunga",102572,"1984-11-17 00:00:00"
164,"Adrian Cristea",43348,"1983-11-30 00:00:00"
165,"Adrian Daniel Calello",113604,"1987-05-14 00:00:00"
166,"Adrian Embarba",482331,"1992-05-07 00:00:00"
167,"Adrian Gonzalez",40501,"1988-05-25 00:00:00"
168,"Adrian Gunino",178574,"1989-02-03 00:00:00"
169,"Adrian Klepczynski",78537,"1981-04-01 00:00:00"
170,"Adrian Lopez",45744,"1988-01-08 00:00:00"
171,"Adrian Mariappa",23358,"1986-10-03 00:00:00"
172,"Adrian Marin",571685,"1997-01-09 00:00:00"
173,"Adrian Mrowiec",105526,"1983-12-01 00:00:00"
174,"Adrian Mutu",39311,"1979-08-01 00:00:00"
175,"Adrian Nikci",112976,"1989-11-10 00:00:00"
176,"Adrian Paluchowski",116881,"1987-08-19 00:00:00"
177,"Adrian Rakowski",239253,"1990-10-07 00:00:00"
178,"Adrian Ramos",50345,"1986-01-22 00:00:00"
179,"Adrian Ricardo Centurion",323385,"1993-01-19 00:00:00"
180,"Adrian Ricchiuti",42431,"1978-06-30 00:00:00"
181,"Adrian Sardinero Corpa",183482,"1990-10-13 00:00:00"
182,"Adrian Stoian",168047,"1991-02-11 00:00:00"
183,"Adrian Winter",114790,"1986-07-08 00:00:00"
184,Adrian,169756,"1987-01-31 00:00:00"
185,"Adriano De Pierro",167648,"1991-01-11 00:00:00"
186,"Adriano Facchini",280969,"1983-03-12 00:00:00"
187,"Adriano Ferreira Pinto",39190,"1979-12-10 00:00:00"
188,"Adriano Jose de Lara",172172,"1987-12-09 00:00:00"
189,"Adriano Pereira da Silva",39199,"1982-04-03 00:00:00"
190,"Adriano Russo",38122,"1987-06-06 00:00:00"
191,Adriano,121923,"1982-01-21 00:00:00"
192,Adriano,30690,"1982-02-17 00:00:00"
193,Adriano,33992,"1984-10-26 00:00:00"
194,Adriano,41109,"1980-01-29 00:00:00"
195,"Adrien Goni",171737,"1988-08-25 00:00:00"
196,"Adrien Hunou",447107,"1994-01-19 00:00:00"
197,"Adrien Rabiot",352879,"1995-04-03 00:00:00"
198,"Adrien Rawyler",557353,"1993-06-13 00:00:00"
199,"Adrien Regattin",188413,"1991-08-22 00:00:00"
200,"Adrien Silva",40930,"1989-03-15 00:00:00"
201,"Adrien Thomasson",317062,"1993-12-10 00:00:00"
202,"Adrien Trebel",242719,"1991-03-03 00:00:00"
203,Adryan,263276,"1994-08-10 00:00:00"
204,"Afonso Alves,24",35608,"1981-01-30 00:00:00"
205,Afonso,361711,"1993-01-06 00:00:00"
206,"Afriyie Acquah",213366,"1992-01-05 00:00:00"
207,"Ager Aketxe",441441,"1993-12-30 00:00:00"
208,"Agim Ibraimi",118883,"1988-08-29 00:00:00"
209,"Agon Mehmeti",119305,"1989-11-20 00:00:00"
210,"Agustin Vuletich",256728,"1991-11-03 00:00:00"
211,"Ahmed Ammi",45872,"1981-01-19 00:00:00"
212,"Ahmed Apimah Barusso",41399,"1984-12-26 00:00:00"
213,"Ahmed El Messaoudi",513810,"1995-08-03 00:00:00"
214,"Ahmed El Mohamady",111930,"1987-09-09 00:00:00"
215,"Ahmed Hamoudi",561140,"1990-07-21 00:00:00"
216,"Ahmed Hassan Koka",403003,"1993-03-05 00:00:00"
217,"Ahmed Hegazy",297556,"1991-01-25 00:00:00"
218,"Ahmed Kantari",41182,"1985-06-28 00:00:00"
219,"Ahmed Kashi",120917,"1988-11-18 00:00:00"
220,"Ahmed Musa",232103,"1992-10-14 00:00:00"
221,"Ahmed Saied Okka",174597,"1984-03-13 00:00:00"
222,"Ahmed Samir Farag",174600,"1986-05-20 00:00:00"
223,"Ahmed Soukouna",148953,"1990-01-13 00:00:00"
224,"Ahmet Ozcan",441166,"1995-03-07 00:00:00"
225,"Aidan Connolly",410141,"1995-08-15 00:00:00"
226,"Aidan Nesbitt",582500,"1997-02-05 00:00:00"
227,"Aiden Chippendale",199829,"1992-05-24 00:00:00"
228,"Aiden McGeady",32448,"1986-04-04 00:00:00"
229,"Aimo Stefano Diana",34319,"1978-01-02 00:00:00"
230,"Airam Cabrera",213737,"1987-10-21 00:00:00"
231,Airton,133535,"1990-02-21 00:00:00"
232,Aislan,128843,"1988-01-11 00:00:00"
233,"Aissa Laidouni",715642,"1996-12-13 00:00:00"
234,"Aissa Mandi",210683,"1991-10-22 00:00:00"
235,"Aitor Nunez",185301,"1987-10-02 00:00:00"
236,"Aitor Ocio",33993,"1976-11-28 00:00:00"
237,"Aiyegbeni Yakubu",24160,"1982-11-22 00:00:00"
238,"Akaki Gogia",243127,"1992-01-18 00:00:00"
239,"Akihiro Ienaga",20771,"1986-06-13 00:00:00"
240,"Akoete Eninful",244128,"1992-07-21 00:00:00"
241,"Akos Buzsaky",23163,"1982-05-07 00:00:00"
242,"Akpo Sodje",31255,"1981-01-31 00:00:00"
243,"Akwetey Mensah",127255,"1983-04-15 00:00:00"
244,"Alaeddine Yahia",33451,"1981-09-26 00:00:00"
245,"Alain Cantareil",26085,"1983-08-15 00:00:00"
246,"Alain Nef",34268,"1982-02-06 00:00:00"
247,"Alain Pierre Mendy",182847,"1989-11-17 00:00:00"
248,"Alain Rochat",36785,"1983-02-01 00:00:00"
249,"Alain Schultz",67393,"1983-02-17 00:00:00"
250,"Alain Traore",34417,"1988-12-31 00:00:00"
251,"Alain Wiss",95220,"1990-08-21 00:00:00"
252,"Alan Combe",32693,"1974-04-03 00:00:00"
253,"Alan Gow",32547,"1982-10-09 00:00:00"
254,"Alan Haydock",37085,"1976-01-13 00:00:00"
255,"Alan Henrique",267728,"1991-06-19 00:00:00"
256,"Alan Hutton",32870,"1984-11-30 00:00:00"
257,"Alan Kardec",92935,"1989-01-12 00:00:00"
258,"Alan Mannus",14100,"1982-05-19 00:00:00"
259,"Alan Martin",32845,"1989-01-01 00:00:00"
260,"Alan Maybury",23081,"1978-08-08 00:00:00"
261,"Alan O'Brien",24024,"1985-02-20 00:00:00"
262,"Alan Schons",667963,"1993-05-24 00:00:00"
263,"Alan Smith",30248,"1980-10-28 00:00:00"
264,"Alan Tate",23881,"1982-09-02 00:00:00"
265,"Alan Uryga",312585,"1994-02-19 00:00:00"
266,Alan,25926,"1979-09-19 00:00:00"
267,"Alassane Diallo",441173,"1995-02-19 00:00:00"
268,"Alassane Plea",294859,"1993-03-10 00:00:00"
269,"Alassane Tambe",289250,"1992-01-26 00:00:00"
270,"Alassane Toure",160220,"1989-02-09 00:00:00"
271,"Alban Joinel",121488,"1979-09-14 00:00:00"
272,"Alban Lafont",698273,"1999-01-23 00:00:00"
273,"Alban Meha",94883,"1986-04-26 00:00:00"
274,"Alban Pnishi",177689,"1990-10-20 00:00:00"
275,"Albano Benjamin Bizzarri",37503,"1977-11-09 00:00:00"
276,"Albert Baning",41173,"1985-03-19 00:00:00"
277,"Albert Bunjaku",35831,"1983-11-29 00:00:00"
278,"Albert Crusat",45605,"1982-05-13 00:00:00"
279,"Albert Meyong Ze",37483,"1980-10-19 00:00:00"
280,"Albert Rafetraniaina",396912,"1996-09-09 00:00:00"
281,"Albert Riera",37920,"1982-04-15 00:00:00"
282,"Albert Rusnak",484858,"1994-07-07 00:00:00"
283,"Albert Streit",36066,"1980-03-28 00:00:00"
284,"Alberto Aquilani",27694,"1984-07-07 00:00:00"
285,"Alberto Botia",107929,"1989-01-27 00:00:00"
286,"Alberto Brignoli",299879,"1991-08-19 00:00:00"
287,"Alberto Bueno",41168,"1988-03-20 00:00:00"
288,"Alberto Cifuentes",38395,"1979-05-29 00:00:00"
289,"Alberto De la Bella",47565,"1985-12-02 00:00:00"
290,"Alberto Fontana",39425,"1967-01-23 00:00:00"
291,"Alberto Frison,18",30143,"1988-07-21 00:00:00"
292,"Alberto Garcia",102394,"1985-02-09 00:00:00"
293,"Alberto Gilardino",30881,"1982-07-05 00:00:00"
294,"Alberto Giuliatto",42460,"1983-09-17 00:00:00"
295,"Alberto Grassi",575364,"1995-03-07 00:00:00"
296,"Alberto Guitian",543020,"1990-07-29 00:00:00"
297,"Alberto Lopo",37451,"1980-05-05 00:00:00"
298,"Alberto Luque,21",32763,"1978-03-11 00:00:00"
299,"Alberto Maria Fontana",39743,"1974-12-02 00:00:00"
300,"Alberto Moreno",314605,"1992-07-05 00:00:00"
301,"Alberto Paloschi",109121,"1990-01-04 00:00:00"
302,"Alberto Pelagotti",39302,"1989-03-09 00:00:00"
303,"Alberto Perea",231977,"1990-12-19 00:00:00"
304,"Alberto Pomini",74028,"1981-03-17 00:00:00"
305,"Alberto Regazzoni",42121,"1983-05-04 00:00:00"
306,"Alberto Rey",2790,"1974-02-15 00:00:00"
307,"Alberto Rivera",30273,"1978-02-16 00:00:00"
308,"Alberto Rodriguez",88521,"1984-03-31 00:00:00"
309,"Alberto Zapater",38576,"1985-06-13 00:00:00"
310,"Albian Ajeti",527104,"1997-02-26 00:00:00"
311,"Albin Ebondo",26401,"1984-02-23 00:00:00"
312,"Albin Ekdal",71768,"1989-07-28 00:00:00"
313,"Albion Avdijaj",493418,"1994-01-12 00:00:00"
314,Aldair,281864,"1992-01-31 00:00:00"
315,"Aldin Turkes",661509,"1996-04-22 00:00:00"
316,"Aldo Angoula",93343,"1981-05-04 00:00:00"
317,"Aldo Kalulu",664961,"1996-01-21 00:00:00"
318,"Aldo Pedro Duscher",33759,"1979-03-22 00:00:00"
319,"Aleandro Rosi",39345,"1987-05-17 00:00:00"
320,"Alec Luyckx",467052,"1995-05-19 00:00:00"
321,Alef,450292,"1995-01-28 00:00:00"
322,"Aleix Vidal",189192,"1989-08-21 00:00:00"
323,"Alejandro Alfaro",38131,"1986-11-23 00:00:00"
324,"Alejandro Alonso",26120,"1982-03-03 00:00:00"
325,"Alejandro Arribas",191906,"1989-05-01 00:00:00"
326,"Alejandro Bedoya",169217,"1987-04-29 00:00:00"
327,"Alejandro Bergantinos",151079,"1985-06-07 00:00:00"
328,"Alejandro Daro Gomez",45220,"1988-02-15 00:00:00"
329,"Alejandro Dominguez",10348,"1981-06-10 00:00:00"
330,"Alejandro Faurlin",97657,"1986-08-09 00:00:00"
331,"Alejandro Galvez",303484,"1989-06-06 00:00:00"
332,"Alejandro Gonzalez",168569,"1988-03-23 00:00:00"
333,"Alejandro Grimaldo Garcia",288406,"1995-09-20 00:00:00"
334,"Alejandro Martinuccio",187150,"1987-12-16 00:00:00"
335,"Alejandro Pozuelo",282470,"1991-09-20 00:00:00"
336,"Aleksandar Bjelica",302911,"1994-01-07 00:00:00"
337,"Aleksandar Cavric",364496,"1994-05-18 00:00:00"
338,"Aleksandar Damcevski",522571,"1992-11-21 00:00:00"
339,"Aleksandar Ignjovski",167094,"1991-01-27 00:00:00"
340,"Aleksandar Kolarov",16351,"1985-11-10 00:00:00"
341,"Aleksandar Kovacevic",426005,"1992-01-09 00:00:00"
342,"Aleksandar Lukovic",37515,"1982-10-23 00:00:00"
343,"Aleksandar Miljkovic",155739,"1990-02-26 00:00:00"
344,"Aleksandar Mitreski",34067,"1980-08-05 00:00:00"
345,"Aleksandar Mitrovic",351860,"1994-09-16 00:00:00"
346,"Aleksandar Pantic",280638,"1992-04-11 00:00:00"
347,"Aleksandar Pesic",164519,"1992-05-21 00:00:00"
348,"Aleksandar Prijovic",124144,"1990-04-21 00:00:00"
349,"Aleksandar Rankovic",26680,"1978-08-31 00:00:00"
350,"Aleksandar Stevanovic",278866,"1992-02-16 00:00:00"
351,"Aleksandar Todorovski",69018,"1984-02-26 00:00:00"
352,"Aleksandar Tonev",156534,"1990-02-03 00:00:00"
353,"Aleksandar Trajkovski",208852,"1992-09-05 00:00:00"
354,"Aleksandar Vasoski",27476,"1979-11-21 00:00:00"
355,"Aleksander Jagiello",306158,"1995-02-02 00:00:00"
356,"Aleksander Kwiek",68839,"1983-01-13 00:00:00"
357,"Aleksander Radosavljevic",3441,"1979-04-25 00:00:00"
358,"Aleksander Seliga",22822,"1980-02-01 00:00:00"
359,"Aleksandr Hleb",26169,"1981-05-01 00:00:00"
360,"Aleksandrs Fertovs",89828,"1987-06-16 00:00:00"
361,"Aleksei Kangaskolkka",31191,"1988-10-29 00:00:00"
362,"Alen Halilovic",395154,"1996-06-18 00:00:00"
363,"Alen Melunovic",173913,"1990-01-26 00:00:00"
364,"Alen Stevanovic",191081,"1991-01-07 00:00:00"
365,"Alesandro Cordaro",39145,"1986-05-02 00:00:00"
366,"Alessandro Agostini",39763,"1979-07-23 00:00:00"
367,"Alessandro Bernardini",39470,"1987-01-21 00:00:00"
368,"Alessandro Budel",39762,"1981-02-25 00:00:00"
369,"Alessandro Carrozza",74452,"1982-02-01 00:00:00"
370,"Alessandro Cerigioni",197848,"1992-09-30 00:00:00"
371,"Alessandro Ciarrocchi",41424,"1988-01-03 00:00:00"
372,"Alessandro Crescenzi",154238,"1991-09-25 00:00:00"
373,"Alessandro Damen",561819,"1990-05-17 00:00:00"
374,"Alessandro Del Piero",30727,"1974-11-09 00:00:00"
375,"Alessandro Diamanti",41475,"1983-05-02 00:00:00"
376,"Alessandro Florenzi",264842,"1991-03-11 00:00:00"
377,"Alessandro Frara",42443,"1982-11-07 00:00:00"
378,"Alessandro Gamberini",24504,"1981-08-27 00:00:00"
379,"Alessandro Gazzi",41816,"1983-01-28 00:00:00"
380,"Alessandro Grandoni",27606,"1977-07-22 00:00:00"
381,"Alessandro Iacobucci",182843,"1991-06-03 00:00:00"
382,"Alessandro Iandoli",7683,"1984-04-29 00:00:00"
383,"Alessandro Lambrughi",73047,"1987-05-19 00:00:00"
384,"Alessandro Longhi",215725,"1989-06-25 00:00:00"
385,"Alessandro Lucarelli",27679,"1977-07-22 00:00:00"
386,"Alessandro Mangiarrati",11747,"1978-09-15 00:00:00"
387,"Alessandro Matri",41411,"1984-08-19 00:00:00"
388,"Alessandro Nesta",30723,"1976-03-19 00:00:00"
389,"Alessandro Parisi",41729,"1977-04-15 00:00:00"
390,"Alessandro Piu",620524,"1996-07-30 00:00:00"
391,"Alessandro Potenza",39314,"1984-03-08 00:00:00"
392,"Alessandro Riedle",167369,"1991-08-14 00:00:00"
393,"Alessandro Rosina",31304,"1984-01-31 00:00:00"
394,"Alessandro Schoepf",461357,"1994-02-07 00:00:00"
395,"Alessandro Sgrigna",42652,"1980-04-24 00:00:00"
396,"Alessio Cerci",41269,"1987-07-23 00:00:00"
397,"Alessio Cragno",282706,"1994-06-28 00:00:00"
398,"Alessio Da Cruz",602306,"1997-01-18 00:00:00"
399,"Alessio Manzoni",39197,"1987-04-10 00:00:00"
400,"Alessio Romagnoli",362195,"1995-01-12 00:00:00"
401,"Alessio Scarpi",41762,"1973-04-19 00:00:00"
402,"Alessio Sestu",42482,"1983-09-29 00:00:00"
403,"Alex Baptiste",24469,"1986-01-31 00:00:00"
404,"Alex Bruce",35480,"1984-09-28 00:00:00"
405,"Alex Bruno",363343,"1993-10-07 00:00:00"
406,"Alex Bruno",80566,"1982-05-09 00:00:00"
407,"Alex Calderoni",39204,"1976-05-31 00:00:00"
408,"Alex Cooper",306062,"1991-11-04 00:00:00"
409,"Alex Fernandez",213500,"1992-10-15 00:00:00"
410,"Alex Ferrari",447488,"1994-07-01 00:00:00"
411,"Alex Goncalves",265618,"1990-05-20 00:00:00"
412,"Alex Harris",396888,"1994-08-31 00:00:00"
413,"Alex Henshall",430433,"1994-02-15 00:00:00"
414,"Alex Iwobi",604785,"1996-05-03 00:00:00"
415,"Alex Kacaniklic",282274,"1991-08-13 00:00:00"
416,"Alex Kakuba",470416,"1991-06-12 00:00:00"
417,"Alex Keddie",33913,"1981-01-23 00:00:00"
418,"Alex Lopez",205034,"1988-01-11 00:00:00"
419,"Alex MacDonald",155122,"1990-04-14 00:00:00"
420,"Alex Manninger",39566,"1977-06-04 00:00:00"
421,"Alex Martinez",264293,"1990-08-12 00:00:00"
422,"Alex McCarthy",119079,"1989-12-03 00:00:00"
423,"Alex Menendez",282689,"1991-07-17 00:00:00"
424,"Alex Neil",32924,"1981-06-09 00:00:00"
425,"Alex Oxlade-Chamberlain",196386,"1993-08-15 00:00:00"
426,"Alex Pearce",49709,"1988-11-09 00:00:00"
427,"Alex Perez",213493,"1991-08-11 00:00:00"
428,"Alex Pinardi",41136,"1980-09-05 00:00:00"
429,"Alex Portillo",408994,"1992-11-06 00:00:00"
430,"Alex Sandro",157865,"1991-01-26 00:00:00"
431,"Alex Schalk",262753,"1992-08-07 00:00:00"
432,"Alex Silva",34650,"1985-03-10 00:00:00"
433,"Alex Soares",478988,"1991-03-01 00:00:00"
434,"Alex Song",23678,"1987-09-09 00:00:00"
435,"Alex Telles",428672,"1992-12-15 00:00:00"
436,"Alex Valentini",41975,"1988-04-05 00:00:00"
437,"Alex Von Schwedler",41766,"1980-02-17 00:00:00"
438,Alex,150396,"1989-01-29 00:00:00"
440,Alex,163838,"1991-08-27 00:00:00"
442,Alex,26564,"1982-06-17 00:00:00"
443,"Alexander Bannink",186923,"1990-02-20 00:00:00"
444,"Alexander Baumjohann",27306,"1987-01-23 00:00:00"
445,"Alexander Buettner",118434,"1989-02-11 00:00:00"
446,"Alexander Bugera",27535,"1978-08-08 00:00:00"
447,"Alexander Corryn",317565,"1994-01-03 00:00:00"
448,"Alexander Cristovao",422127,"1993-03-14 00:00:00"
449,"Alexander Djiku",407765,"1994-08-09 00:00:00"
450,"Alexander Dragovic",128106,"1991-03-06 00:00:00"
451,"Alexander Esswein",147735,"1990-03-25 00:00:00"
452,"Alexander Farnerud",31672,"1984-05-01 00:00:00"
453,"Alexander Fransson",438780,"1994-04-02 00:00:00"
454,"Alexander Frei",34102,"1979-07-15 00:00:00"
455,"Alexander Gerndt",71764,"1986-07-14 00:00:00"
456,"Alexander Gonzalez",190525,"1992-09-13 00:00:00"
457,"Alexander Hack",459000,"1993-09-08 00:00:00"
458,"Alexander Iashvili",38206,"1977-10-23 00:00:00"
